"","Good_Bad","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","UID","EtoI_Percent"
"7031","Bad","PROF109","HYDERABAD ","MARUTI SUZUKI SWIFT VDI DIESEL 2009",350000,300000,11124,36,"Y","PROTRITOR","R",15,6,3,"PR005",0,90000,8,"Y",5,"N","R",0,0,0,3,"Y",2,"N","PERDONAL",2,"HYDERABAD","POSITIVE","N","SEP",8,"PROPIRATOR",NA,0,NA,NA,NA,0,0,"Y",15000,75000,15,7031,14.83
"7032","Good","PROF145","JALANDHAR","MARUTI SUZUKI ALTO LXI BS III PETROL 2009",250000,200000,8500,30,"Y","APPLICNT SELF","O",50,50,3,"PR005",0,46000,20,"Y",5,"Y","R",0,0,0,0,"Y",2,"N","FUNDS REQUIRED TO PURCHASE PROPOSED ASSET",1,"JALANDHAR","POSITIVE","N","SEP",6,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",22336,23664,42,7032,35.92
"7034","Good","PROF305","KOLHAPUR","MAHINDRA XYLO E8 BS III DIESEL 2012",300000,204250,7546,36,"Y","APP SELF","O",25,25,3,"PR005",0,35000,5,"Y",5,"N","O",0,0,0,2,"Y",1,"Y","SELF",1,"KUDAL","POSITIVE","N","SEP",5,"PROP",NA,0,NA,NA,NA,0,0,"Y",8500,26500,28,7034,28.48
"7035","Good","PROF095","CHENNAI I","MARUTI SUZUKI SWIFT VDI DIESEL 2013",450000,354250,10970,48,"Y","APPLICANT","O",30,30,3,"PR005",90,50000,5,"Y",5,"N","R",80000,200000,50,3,"Y",2,"N","BORROWER",1,"","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",11000,39000,28,7035,28.13
"7036","Bad","PROF356","UDAIPUR","MARUTI SUZUKI ALTO K10 VXI PETROL LPG 2012",235000,204250,6245,48,"Y","SELF","O",23,23,3,"PR005",0,25000,2,"Y",5,"N","O",60000,30000,0,1,"Y",1,"N","TO PAY SELLER",1,"UDAIPUR","POSITIVE","N","SEP",2,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",4000,21000,30,7036,29.74
"7037","Good","PROF235","INDORE","MAHINDRA SCORPIO SLE 2.6 CRDE DIESEL 2014",550000,454250,11357,60,"Y","SELF","O",10,10,3,"PR005",0,15000,0,"Y",5,"N","O",0,0,0,0,"N",1,"Y","APPLICANT",1,"SHAJAPUR ","POSITIVE","N","SEP",8,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",6000,9000,126,7037,126.19
"7038","Good","PROF245","KARIMNAGAR","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2009",350000,304250,9001,48,"Y","APPLICANT","O",38,38,3,"PR005",0,40000,15,"Y",5,"Y","L",0,0,0,3,"Y",2,"N","OWN",1,"WARANGAL","POSITIVE","N","SEP",15,"OWNER",NA,0,NA,NA,NA,0,0,"Y",10000,30000,30,7038,30
"7039","Bad","PROF096","KOLHAPUR","VOLKSWAGEN POLO COMFORTLINE 1.2L DIESEL 2014",550000,454250,11781,60,"Y","APP SELF","O",20,20,1,"PR005",0,50000,8,"Y",5,"N","O",0,0,0,15,"N",1,"Y","PERSONAL",1,"","POSITIVE","N","SEP",8,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",0,50000,24,7039,23.56
"7040","Good","PROF362","PUNE","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2011",300000,250000,9237,36,"Y","SELF","R",15,3,3,"PR005",0,150000,3,"Y",1,"N","R",150000,0,0,5,"Y",2,"N","PURCHASE OF USED CAR",1,"PUNE ","POSITIVE","N","SEP",3,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",75000,75000,12,7040,12.32
"7041","Bad","PROF252","KARIMNAGAR","TATA ZEST XE QUADRAJET 75PS DIESEL 2015",350000,304250,9430,48,"Y","APPLICANT","O",30,30,3,"PR009",0,55000,20,"N",5,"N","O",55000,0,0,3,"N",1,"Y","APPLICANT",1,"KARIMNAGAR","POSITIVE","N","AGR",20,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",10000,45000,21,7041,20.96
"7042","Bad","PROF324","GWALIOR ","MARUTI SUZUKI SWIFT DZIRE ZDI DIESEL 2012",550000,404250,11067,60,"Y","APPLICANT SELF","O",25,25,1,"PR005",0,90000,7,"N",5,"N","O",0,0,0,0,"Y",1,"N","VEHICLE PURCHASE",1,"ITARSI","POSITIVE","N","SEP",7,"OWNER",NA,0,NA,NA,NA,0,0,"Y",17970,72030,26,7042,15.36
"7043","Good","PROF375","BHOPAL ","HYUNDAI I10 MAGNA 1.2 PETROL 2012",340000,314250,7857,60,"Y","APPLICANT","O",47,37,3,"PR003",0,30000,20,"N",NA,"N","R",0,0,0,0,"Y",2,"N","PERSONAL",1,"BHOPAL","POSITIVE","N","SEP",20,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",10000,20000,39,7043,39.28
"7046","Bad","PROF235","BHOPAL ","MARUTI SUZUKI SWIFT ZDI DIESEL 2011",350000,329250,12164,36,"Y","SELF","O",24,24,3,"PR005",0,65000,2,"Y",5,"N","O",0,0,0,0,"Y",2,"N","PERSONAL",1,"CHHINDWARA","POSITIVE","N","SEP",2,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",12000,53000,23,7046,22.95
"7047","Good","PROF235","INDORE ","TOYOTA INNOVA 2.5 E 7 STR DIESEL 2010",900000,800000,20000,60,"Y","APPLICANT","O",30,30,6,"PR005",0,60000,25,"Y",1,"N","O",0,0,0,5,"Y",2,"Y","SELF",1,"","POSITIVE","N","SEP",25,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,60000,33,7047,33.33
"7048","Good","PROF357","TIRUPATHI","MARUTI SUZUKI OMNI 5 SEATER PETROL 2012",200000,150000,6250,30,"Y","APPLICANT ","R",20,25,3,"PR006",0,60000,15,"N",5,"Y","R",0,0,0,2,"N",1,"Y","TO PURCHASE A USED VEHICLES",1,"KADAPA ","POSITIVE","N","SEP",15,"SALES REP BULBS MFG",NA,0,NA,NA,NA,0,0,"Y",40000,20000,31,7048,31.25
"7049","Good","PROF204","BANGALORE ","HYUNDAI I20 SPORTZ 1.4 CRDI DIESEL 2012",350000,304250,11076,36,"Y","SELF","O",32,12,3,"PR006",0,10000,10,"Y",6,"N","O",10000,0,0,1,"N",1,"Y","APPLICANT",1,"BANGLORE","POSITIVE","N","SEP",10,"LAND LORD RENTAL INCOME",NA,0,NA,NA,NA,0,0,"Y",10000,0,9.22337e+18,7049,Inf
"7050","Good","PROF235","INDORE","HYUNDAI SANTRO GLS I EURO I PETROL 2009",200000,139250,5261,36,"Y","SELF","O",49,22,3,"PR005",0,40000,34,"Y",6,"N","R",0,0,0,2,"Y",1,"N","PAYMENT TO SELLER ",1,"DEWS ","POSITIVE","N","SEP",35,"RTO AGENT ",NA,0,NA,NA,NA,0,0,"Y",18000,22000,24,7050,23.91
"7051","Good","PROF382","KOLKATA","MAHINDRA SCORPIO S4 2.2 MHOWK 2WD 2015",1200000,708500,20842,48,"Y","APPLICANT","O",30,2,3,"PR005",0,150000,7,"Y",5,"N","O",150000,0,0,10,"N",1,"Y","PERSONAL",1,"","POSITIVE","N","SEP",7,"PROP",NA,0,NA,NA,NA,0,0,"Y",60000,90000,23,7051,23.16
"7053","Bad","PROF359","VIJAYAWADA","MARUTI SUZUKI ERTIGA VDI DIESEL 2014",550000,504250,18739,36,"Y","PROPRITOR","O",25,25,3,"PR007",0,1e+05,5,"Y",5,"Y","O",0,0,0,2,"Y",1,"Y","FOR BUSINESS PURPOSE",1,"GUDIVADA","POSITIVE","N","AGR",5,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",15000,85000,22,7053,22.05
"7055","Bad","PROF247","KARIMNAGAR","TATA INDICA VISTA LX TDI BS III DIESEL 2013",290000,244250,9203,36,"Y","COAPPLICANT","O",20,12,3,"PR005",0,20000,20,"Y",5,"N","O",0,0,0,0,"N",1,"Y","APPLICANT",1,"WARANGAL ","POSITIVE","N","SEP",20,"TODDY TAPPER",NA,0,NA,NA,NA,0,0,"Y",0,20000,46,7055,46.02
"7056","Good","PROF259","NAGPUR","TOYOTA INNOVA 2.5 G1 DIESEL 2010",600000,508500,15255,48,"Y","SELF","O",23,23,3,"PR005",0,50057,4,"Y",5,"N","O",0,0,0,0,"N",1,"Y","FAMILY USE ",1,"NAGPUR","POSITIVE","N","SEP",18,"PROP",NA,0,NA,NA,NA,0,0,"Y",1320,48737,33,7056,31.3
"7057","Good","PROF319","MADURAI","TOYOTA ETIOS LIVA V PETROL 2011",308600,251250,9597,36,"Y","SELF","L",3,3,6,"PR005",0,1e+05,15,"N",5,"N","L",0,0,0,6,"Y",2,"N","APPLICANT",1,"RAMNAD","POSITIVE","N","SEP",5,"PROP",NA,0,NA,NA,NA,0,0,"Y",25000,75000,13,7057,12.8
"7058","Good","PROF247","HYDERABAD ","MARUTI SUZUKI ALTO LXI PETROL CNG 2012",200000,150000,5605,36,"Y","APPLICANT","O",25,10,3,"PR005",0,42000,3,"Y",6,"N","O",0,0,0,1,"Y",1,"Y","PERSONAL USAGE",1,"HYDERABAD ","POSITIVE","N","SEP",3,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",5000,37000,15,7058,15.15
"7059","Good","PROF389","ERNAKULAM","MARUTI SUZUKI SWIFT VDI DIESEL 2011",380000,304250,8061,60,"Y","APPLICANT","O",60,60,3,"PR005",0,70000,4,"Y",4,"Y","O",0,0,0,1,"Y",1,"N","RE FINANCE",1,"","POSITIVE","N","SEP",4,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,70000,12,7059,11.52
"7062","Bad","PROF247","VIJAYAWADA","TATA INDICA VISTA LS TDI BS III DIESEL 2013",250000,204250,7591,36,"Y","APPLICANT","O",20,25,3,"PR006",0,40000,10,"Y",5,"N","O",0,0,0,1,"N",1,"Y","PURCHASE OF THE VEHICLE",1,"VIJAYAWADA","POSITIVE","N","SEP",18,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",10000,30000,25,7062,25.3
"7063","Good","PROF273","BHOPAL ","MARUTI SUZUKI SX4 VXI BS IV PETROL 2010",300000,254250,6357,60,"Y","PUSHPLATA CHOUHAN","R",20,15,3,"PR001",0,30000,14,"Y",5,"N","O",0,0,0,0,"N",1,"N","VEHICLE PURCHASE",1,"RESIDENCE OF APPLICANT","POSITIVE","N","SAL",14,"ANM",NA,0,NA,NA,NA,0,0,"Y",0,30000,21,7063,21.19
"7065","Good","PROF252","MYSORE","TOYOTA INNOVA 2.5 V 7STR DIESEL 2010",800000,504250,12397,60,"Y","APPLICANT ","O",3,3,3,"PR007",60,250000,24,"Y",5,"N","O",3e+05,500000,50,12,"N",1,"Y","APPLICANT ",1,"SHIVAMOGGA ","POSITIVE","N","AGR",24,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",170000,80000,15,7065,15.5
"7066","Good","PROF291","TIRUNELVELI ","HONDA CITY 1.5 S MT PETROL 2010",200000,114250,3428,48,"Y","APPLICANT","R",30,25,3,"PR005",0,35000,44,"Y",6,"N","O",0,0,0,1,"N",1,"Y","APPLICANT AND HIS FAMILY",1,"","POSITIVE","N","SEP",4,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",15000,20000,17,7066,17.14
"7067","Bad","PROF207","AHMEDABAD","FIAT LINEA EMOTION 1.4 PETROL 2010",400000,300000,11084,36,"Y","APPLICANT","O",20,9,3,"PR005",70,50000,10,"Y",5,"N","R",150000,250000,30,2,"N",2,"N","SELF APPLICANT",1,"AHMEDABAD","POSITIVE","N","SEP",10,"PRO",NA,0,NA,NA,NA,0,0,"Y",0,50000,22,7067,22.17
"7069","Good","PROF235","JAIPUR","MAHINDRA XUV500 W8 AWD DIESEL 2013",850000,808250,21554,60,"Y","SELF","O",20,20,3,"PR005",0,150000,10,"Y",6,"N","O",150000,0,0,0,"Y",2,"N","SEEKING REFINANC ON OWNED MAHINDRA XUV 500 FOR PERSONAL USE/ FAMILY FUNCTION",1,"JAIPUR","POSITIVE","N","SEP",10,"PROP",NA,0,NA,NA,NA,0,0,"Y",78600,71400,63,7069,30.19
"7070","Bad","PROF252","TIRUPATHI","MAHINDRA BOLERO SLX DIESEL 2012",600000,450000,16250,36,"Y","BORROWER","O",26,20,3,"PR007",0,80000,10,"N",1,"Y","O",80000,0,0,2,"Y",1,"N","TO PURCHASE THE VEHICLE",1,"ANANTAPUR","POSITIVE","N","AGR",10,"FARMER",NA,0,NA,NA,NA,0,0,"Y",20000,60000,27,7070,27.08
"7072","Good","PROF063","JODHPUR","FORD FIGO 1.4 TDCI DIESEL 2010",270000,234250,7223,48,"Y","SELF","O",30,2,3,"PR005",0,2e+05,12,"N",NA,"Y","O",0,0,0,10,"Y",1,"Y","SALE PURCHASE CASE",1,"JODHPUR","POSITIVE","N","SEP",12,"CONTRACTOR",NA,0,NA,NA,NA,0,0,"Y",165000,35000,43,7072,20.64
"7073","Bad","PROF096","CHENNAI I","MARUTI SUZUKI ERTIGA VDI DIESEL 2012",650000,450000,11955,60,"Y","APPLICANT","O",13,13,3,"PR005",0,3e+05,15,"N",NA,"N","O",0,0,0,10,"N",1,"Y","APPLICANT PERSONAL USE",1,"CHENNAI ","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",230000,70000,17,7073,17.08
"7074","Good","PROF247","DELHI","MARUTI SUZUKI SWIFT DZIRE LDI DIESEL 2012",425000,230000,8689,36,"Y","SELF","O",40,40,3,"PR005",0,42000,10,"N",NA,"N","O",0,0,0,1,"N",1,"N","PERSONAL USE",1,"","POSITIVE","N","SEP",10,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,42000,21,7074,20.69
"7076","Good","PROF046","JODHPUR","HYUNDAI I20 SPORTZ 1.4 CRDI DIESEL 2014",648000,304250,11320,36,"Y","SELF","R",10,4,3,"PR005",0,260000,4,"Y",5,"N","L",0,0,0,20,"Y",2,"N","SALE PURCHASE CASE",1,"JODHPUR","POSITIVE","N","SEP",10,"LABOR CONTRACTOR",NA,0,NA,NA,NA,0,0,"Y",160000,100000,11,7076,11.32
"7077","Good","PROF383","MADURAI","VOLKSWAGEN POLO HIGHLINE 1.5L DIESEL 2014",533760,404250,11165,60,"Y","APPLICANT","O",20,20,3,"PR005",0,60000,3,"Y",5,"Y","O",0,0,0,1,"N",2,"Y","OWN USE",1,"","POSITIVE","N","SEP",3,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",0,60000,19,7077,18.61
"7078","Bad","PROF252","TIRUPATHI","MARUTI SUZUKI SWIFT ZDI DIESEL 2012",500000,450000,13125,48,"Y","APPLICANT","O",20,20,3,"PR008",0,50000,10,"N",5,"N","O",0,0,0,2,"Y",1,"N","APPLICANT",1,"ADHONI","POSITIVE","N","AGR",10,"FARMER",NA,0,NA,NA,NA,0,0,"Y",3000,47000,28,7078,27.93
"7079","Good","PROF176","SALEM ","TATA INDICA VISTA LS TDI BS III DIESEL 2012",200000,100000,8763,13,"Y","APPLICANT ","R",30,15,3,"PR005",0,50000,15,"Y",5,"N","R",0,0,0,0,"N",1,"Y","PERSONAL PURPOSE",1,"SALEM ","POSITIVE","N","SEP",12,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",28711,21289,50,7079,41.16
"7081","Bad","PROF257","KOLKATA","CHEVROLET TAVERA B1 10 STR BS II DIESEL 2011",300000,204250,7232,36,"Y","SELF","O",35,35,3,"PR005",0,60000,5,"Y",5,"N","R",60000,20000,0,2,"N",2,"N","PERSONAL",1,"","POSITIVE","N","SEP",5,"PROP",NA,0,NA,NA,NA,0,0,"Y",15000,45000,16,7081,16.07
"7082","Bad","PROF252","INDORE ","MAHINDRA BOLERO LX DIESEL 2011",500000,334250,18106,24,"Y","FARMER","O",47,47,3,"PR007",0,110000,30,"Y",5,"Y","O",0,0,0,10,"Y",1,"N","REQUIRE LOAN FOR AGRI ",1,"BAGHANA","POSITIVE","N","AGR",30,"FARMER ",NA,0,NA,NA,NA,0,0,"Y",20000,90000,20,7082,20.12
"7083","Bad","PROF252","BANGALORE","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2014",450000,404250,10444,60,"Y","APPLICANT","O",50,35,3,"PR007",0,60000,50,"Y",5,"N","O",0,0,0,0,"N",1,"Y","APPLICANT",1,"TUMKUR","POSITIVE","N","AGR",50,"SELF",NA,0,NA,NA,NA,0,0,"Y",0,60000,17,7083,17.41
"7084","Good","PROF235","JABALPUR ","MARUTI SUZUKI ERTIGA VDI DIESEL 2013",600000,503250,16775,48,"Y","SELF","O",35,35,3,"PR005",0,50000,7,"Y",1,"N","O",75000,0,0,2,"N",1,"N","VEHICLE PURCHASE",1,"RAMNAGAR SATNA","POSITIVE","N","SEP",7,"PROP",NA,0,NA,NA,NA,0,0,"Y",15000,35000,48,7084,47.93
"7086","Bad","PROF252","VISAKHAPATNAM","MARUTI SUZUKI ERTIGA VDI DIESEL 2013",560000,514250,14969,48,"Y","SELF","O",60,50,4,"PR009",0,95000,30,"Y",5,"N","O",0,0,0,1,"N",1,"Y","SELF",1,"BHIMAVARAM","POSITIVE","N","AGR",30,"FARMER",NA,0,NA,NA,NA,0,0,"Y",37403,57597,39,7086,25.99
"7087","Good","PROF289","KARIMNAGAR","MARUTI SUZUKI ERTIGA ZDI DIESEL 2013",600000,500000,20834,30,"Y","APPLICANT","O",25,1,3,"PR005",0,135000,25,"Y",5,"N","O",0,0,0,3,"Y",2,"N","PERSONAL USE",1,"ADILABADD","POSITIVE","N","SEP",25,"OWNER",NA,0,NA,NA,NA,0,0,"Y",60000,75000,52,7087,27.78
"7089","Good","PROF235","GWALIOR ","HYUNDAI I10 MAGNA 1.1 IRDE2 PETROL 2010",200000,154250,7347,26,"Y","SELF","O",20,10,3,"PR003",0,35626,5,"Y",5,"N","R",0,0,0,0,"Y",1,"N","PURCHASES OF PROPOSED CAR",1,"PARSEN","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",15000,20626,36,7089,35.62
"7090","Bad","PROF235","RAIPUR","TATA SAFARI STORME 2.2 LX 4X2 DIESEL 2013",750000,503250,12594,60,"Y","SELF","O",25,25,5,"PR005",0,70000,15,"N",5,"N","O",70000,0,0,2,"Y",2,"N","PURCHASING OF VEHICLE",1,"BILASPUR","POSITIVE","N","SEP",15,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",30000,40000,31,7090,31.49
"7091","Bad","PROF150","COIMBATORE ","MAHINDRA BOLERO SLX DIESEL 2008",800000,254250,9449,36,"Y","APPLICANT","O",20,15,3,"PR007",0,38000,10,"N",NA,"N","O",0,0,0,0,"N",1,"N","SALE PURCHASE MAHINDRA BOLERO",1,"UDUMELPET","POSITIVE","N","AGR",10,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",12000,26000,36,7091,36.34
"7092","Good","PROF227","MYSORE","MARUTI SUZUKI SWIFT ZDI DIESEL 2013",675000,434250,11800,60,"Y","SELF","O",27,2,3,"PR002",0,28000,8,"N",NA,"N","O",0,0,0,10,"Y",2,"N","PURCHASE OF VEHICLE",1,"MANGALORE","POSITIVE","N","SAL",2,"MANAGER",NA,0,NA,NA,NA,0,0,"Y",0,28000,42,7092,42.14
"7093","Bad","PROF368","JAIPUR","HYUNDAI VERNA 1.4 CX CRDI MT DIESEL 2014",500000,454250,12114,60,"Y","SELF","O",29,29,3,"PR005",0,80000,5,"N",NA,"Y","L",0,0,0,30,"N",2,"Y","SALE PURCHASE TRANSACTION",1,"JAIPUR","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",58856,21144,64,7093,57.29
"7094","Bad","PROF211","RAIPUR ","MARUTI SUZUKI SX4 VDI BS IV DIESEL 2012",500000,404250,11286,60,"Y","OWNER","O",20,20,3,"PR006",0,50000,5,"N",5,"N","O",0,0,0,0,"Y",1,"N","PERSONNAL USE ",1,"BHILAI","POSITIVE","N","SEP",5,"OWNER",NA,0,NA,NA,NA,0,0,"Y",10000,40000,28,7094,28.21
"7095","Bad","PROF213","BHOPAL ","TATA INDICA V2 DL BS II DIESEL 2010",235000,154250,5699,36,"Y","SELF","O",15,15,3,"PR001",0,59700,40,"Y",6,"N","O",0,0,0,0,"Y",1,"N","SELF USE",1,"RESIDENTIAL HOUSE","POSITIVE","N","SAL",13,"PRINCIPAL",NA,0,NA,NA,NA,0,0,"Y",0,59700,10,7095,9.55
"7096","Bad","PROF311","ORISSA","MAHINDRA XUV500 W8 DIESEL 2012",1400000,508500,12925,60,"Y","APPLICANT","R",18,18,6,"PR005",25,75000,4,"Y",5,"N","R",3e+05,800000,12,4,"Y",2,"N","GIVEN TO SALER",1,"CUTTACK","POSITIVE","N","SEP",4,"INCHARGE",NA,0,NA,NA,NA,0,0,"Y",40000,35000,37,7096,36.93
"7097","Good","PROF229","NAGPUR","TOYOTA INNOVA 2.5 G 8 STR BS IV DIESEL 2013",1100000,850000,22405,60,"Y","SELF","O",40,8,3,"PR001",0,56390,24,"Y",1,"N","L",0,0,0,0,"Y",2,"N","COMMERCIAL USAGE",2,"NAGPUR","POSITIVE","N","SAL",24,"ACCOUNTANT",NA,0,NA,NA,NA,0,0,"Y",0,56390,40,7097,39.73
"7098","Bad","PROF109","VISAKHAPATNAM","NISSAN MICRA XV PETROL 2010",270000,224250,6765,48,"Y","SELF","O",12,12,3,"PR005",0,60000,12,"Y",1,"Y","O",0,0,0,1,"Y",1,"Y","SELF ",1,"VIZAG","POSITIVE","N","SEP",12,"CIVIL CONTRACT WORKS ",NA,0,NA,NA,NA,0,0,"Y",1000,59000,11,7098,11.47
"7099","Good","PROF338","COIMBATORE ","HYUNDAI I10 MAGNA 1.2 PETROL 2008",500000,229250,11463,24,"Y","MANIVASAGAM A","O",28,28,3,"PR005",0,119000,3,"Y",5,"N","R",0,0,0,4,"Y",1,"N","VEHICE PURCHASE",1,"ERODE","POSITIVE","N","SEP",2,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",4800,114200,10,7099,10.04
"7200","Bad","PROF176","AHMEDABAD","TOYOTA INNOVA 2.5 V 7STR DIESEL 2012",1100000,900000,23250,60,"Y","SELF","O",8,5,3,"PR005",0,60000,5,"Y",5,"N","O",1e+05,0,0,0,"Y",2,"N","PERSONAL",1,"AHMEDABAD","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",22000,38000,61,7200,61.18
"7201","Good","PROF258","TIRUPATHI","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2010",550000,504250,18630,36,"Y","APPLICANT","O",29,12,3,"PR005",0,80000,3,"N",5,"N","R",0,0,0,2,"Y",2,"N","PEARCHESED CAR",1,"","POSITIVE","N","SEP",3,"OENER",NA,0,NA,NA,NA,0,0,"Y",20000,60000,31,7201,31.05
"7202","Good","PROF211","CHENNAI I","TOYOTA INNOVA 2.5 V 7STR DIESEL 2008",600000,504250,15128,48,"Y","APPLICANT","R",20,10,3,"PR005",0,75000,25,"N",5,"N","L",0,0,0,4,"Y",2,"N","TO PURCHASE THE LOAN",1,"CHENNAI ","POSITIVE","N","SEP",15,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,75000,20,7202,20.17
"7203","Good","PROF213","COIMBATORE ","MAHINDRA XYLO E4 BS IV DIESEL 2010",600000,504250,19050,36,"Y","CO APPLICANT ","O",40,15,3,"PR006",100,35000,40,"Y",5,"Y","O",1e+05,100000,100,1,"Y",1,"Y","CO APPLICANT AND FAMILY ",2,"UDUMALPET ","POSITIVE","N","SEP",30,"BUILDING CONTRACTS ",NA,0,NA,NA,NA,0,0,"Y",10000,25000,76,7203,76.2
"7204","Good","PROF347","PUNE","TATA SAFARI 4X4 EX DICOR BS IV DIESEL 2012",900000,308500,11344,36,"Y","SELF","O",30,15,3,"PR005",0,80000,5,"N",5,"N","O",0,0,0,0,"Y",2,"N","PURCHASE OF TATA SAFARI",1,"PUNE","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,80000,14,7204,14.18
"7205","Good","PROF252","KARIMNAGAR","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2012",450000,404250,15276,36,"Y","APPLICANT","O",42,42,3,"PR009",0,55000,15,"Y",5,"N","O",55000,0,0,1,"N",1,"Y","APPLICANT",1,"JAGITYAL","POSITIVE","N","AGR",15,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",15000,40000,38,7205,38.19
"7206","Good","PROF300","KOLKATA","MAHINDRA SCORPIO SLE BS IV DIESEL 2010",450000,319250,11622,36,"Y","APPLICANT","O",35,35,3,"PR005",0,45000,18,"Y",5,"N","O",85000,0,0,1,"Y",2,"N","APPLICANT",1,"","POSITIVE","N","SEP",18,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",10000,35000,33,7206,33.21
"7207","Bad","PROF227","HYDERABAD ","MARUTI SUZUKI OMNI E MPI STD PETROL 2013",248000,200250,6008,48,"Y","YERRA SHARAMMA","R",10,4,3,"PR001",0,68000,27,"Y",5,"N","O",0,0,0,4,"Y",2,"N","PERSONAL ",1,"ALER ","POSITIVE","N","SAL",28,"COOK AND CARE TAKER ",NA,0,NA,NA,NA,0,0,"Y",2500,65500,9,7207,9.17
"7209","Good","PROF109","MADURAI","MAHINDRA XYLO E8 BS IV DIESEL 2011",900000,404250,10710,60,"Y","APPLICANT","O",21,21,3,"PR018",20,150000,21,"N",5,"N","O",150000,150000,20,21,"Y",1,"N","APPLICANT FAMILY USE ",1,"MADURAI","POSITIVE","N","OTH",21,"HOUSE WIFE",NA,0,NA,NA,NA,0,0,"Y",45000,105000,10,7209,10.2
"7220","Good","PROF235","JODHPUR","MAHINDRA SCORPIO VLX 2WD BS IV DIESEL 2014",925000,748500,18215,60,"Y","SELF","O",50,50,3,"PR005",0,2e+05,40,"Y",5,"Y","O",2e+05,0,0,0,"Y",2,"N","PERSONAL",1,"JODHPUR","POSITIVE","N","SEP",40,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",130000,70000,26,7220,26.02
"7222","Good","PROF209","SALEM","RENAULT LODGY DIESEL 2015",850000,758500,18963,60,"Y","APPL","O",30,15,3,"PR002",0,88000,7,"Y",5,"N","O",0,0,0,0,"Y",1,"N","OWN USE",1,"NAMAKKAL","POSITIVE","N","SAL",7,"ASST PROFESSOR",NA,0,NA,NA,NA,0,0,"Y",42789,45211,67,7222,41.94
