"","target","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","Target","UID","Location"
"7792","Good","PROF229","KARIMNAGAR","HYUNDAI SANTRO ECO GLS PETROL LPG 2009",270000,214250,8237,36,"Y","APPLICANT","R",5,2,3,"PR001",0,20000,11,"Y",5,"N","O",20000,0,"0","2","N",1,"Y","APPLICANT",1,"JAGITYAL","POSITIVE","N","SAL",11,"MANDAL SERVEYOR",NA,0,NA,NA,NA,0,0,"Y",0,20000,41,2,7792,33
"7793","Good","PROF356","CHENNAI I","TOYOTA INNOVA 2.5 V 7STR DIESEL 2014",1000000,964000,28559,48,"Y","APPLICANT ","O",30,10,3,"PR005",0,50000,20,"N",6,"N","L",8e+05,0,"0","2","Y",1,"N","TO PURCHASE CAR",1,"CHENNAI","POSITIVE","N","SEP",25,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,50000,57,2,7793,12
"7794","Good","PROF229","AHMEDABAD","MARUTI SUZUKI ALTO 800 LXI PETROL 2014",300000,250000,6459,60,"Y","APPLICANT","O",40,35,3,"PR001",0,50000,15,"Y",5,"N","O",0,0,"0","1","Y",2,"N","PERSONAL",1,"AHMEDABAD","POSITIVE","N","SAL",15,"CLARK",NA,0,NA,NA,NA,0,0,"Y",0,50000,13,2,7794,4
"7795","Good","PROF033","CALICUT","MAHINDRA XYLO E4 BS IV DIESEL 2010",340000,175000,6327,36,"Y","BORROWER","O",25,25,3,"PR002",0,29500,3,"N",NA,"N","L",0,0,"0","15","Y",2,"N","APPLICANT BUY A XYLO CAR",1,"MEPPAYUR PANCHAYATH","POSITIVE","N","SAL",3,"ASSISTANT ENGINEER",NA,0,NA,NA,NA,0,0,"Y",11000,18500,34,2,7795,42
"7796","Good","PROF284","COIMBATORE ","MARUTI SUZUKI SWIFT DZIRE LDI BS IV DIESEL 2012",700000,504250,15897,48,"Y","SELF","O",35,10,3,"PR005",0,125000,15,"Y",6,"N","R",0,0,"0","2","N",2,"N","APPLICANT ",1,"TIRUPUR","POSITIVE","N","SEP",12,"PROPREITOR ",NA,0,NA,NA,NA,0,0,"Y",46000,79000,29,2,7796,10
"7797","Good","PROF176","TIRUPATHI","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2009",750000,504250,18420,36,"Y","BORROWER","R",12,2,3,"PR006",0,60000,5,"Y",5,"N","R",0,0,"0","1","N",1,"N","NO OTHER PROPERTY OWNED",1,"TIRUPAHTI","POSITIVE","N","SEP",3,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",26000,34000,54,2,7797,39
"7798","Good","PROF252","VIJAYAWADA","TATA BOLT XM DIESEL 2015",500000,450000,13692,48,"Y","APPLICANT","O",28,28,3,"PR008",0,330000,10,"N",NA,"N","O",0,0,"0","0","N",1,"Y","APPLICANT",1,"VIJAYAWADA","POSITIVE","N","AGR",10,"AGRICULTURIST",NA,0,NA,NA,NA,0,0,"Y",0,330000,4,2,7798,15
"7799","Bad","CP02","COIMBATORE ","TATA SAFARI 4X2 LX DICOR BS III DIESEL 2010",900000,304250,9584,48,"Y","APPLICANT","O",30,30,3,"PR006",100,50000,20,"Y",5,"Y","O",0,0,"100","0","N",1,"N","APPLICANT",1,"COIMBATORE","POSITIVE","N","SEP",20,"SELF",NA,0,NA,NA,NA,0,0,"Y",20000,30000,32,1,7799,10
"7800","Good","PROF013","RAIPUR ","MARUTI SUZUKI RITZ VXI BS IV PETROL 2012",300000,224250,8098,36,"Y","SELF","O",30,30,3,"PR005",0,60000,20,"N",NA,"N","O",0,0,"0","1","Y",1,"N","FAMILY USAGE",1,NA,"POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",5000,55000,15,2,7800,20
"7801","Good","PROF096","ORISSA","TOYOTA ETIOS LIVA GD DIESEL 2013",600000,504250,12397,60,"Y","SISTER IN LAW","O",32,32,3,"PR005",30,180000,4,"Y",5,"N","R",6e+05,0,"10","40","N",1,"N","GIVEN TO SALER",1,"BHUBANESWAR","POSITIVE","N","SEP",4,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",140000,40000,31,2,7801,29
"7802","Good","PROF346","SALEM ","MARUTI SUZUKI 800 AC BS II PETROL 2013",200000,184250,5682,48,"Y","APPL","O",25,15,3,"PR006",0,42500,35,"Y",5,"N","R",0,0,"0","0","Y",2,"N","OWN USE",1,"NAMAKKAL","POSITIVE","N","SEP",35,"PROP",NA,0,NA,NA,NA,0,0,"Y",10000,32500,17,2,7802,22
"7803","Good","PROF235","GWALIOR ","HYUNDAI I20 SPORTZ 1.4 CRDI DIESEL 2015",650000,504250,15233,48,"Y","SELF","R",6,6,3,"PR006",40,95000,2,"Y",6,"N","O",56000,2,"40","6","Y",1,"N","VEHICLE PURCHASE ",1,"MORENA","POSITIVE","N","SEP",2,"DIRECTOR",NA,0,NA,NA,NA,0,0,"Y",62000,33000,63,2,7803,21
"7804","Bad","PROF208","HYDERABAD ","HYUNDAI I20 SPORTZ 1.4 CRDI DIESEL 2012",370000,320000,11935,36,"Y","APPLICANT","O",20,20,3,"PR005",0,50000,2,"Y",1,"N","R",0,0,"0","2","Y",1,"N","END OF THE FUNDS AGRICULTURE PURPOSES",1,NA,"POSITIVE","N","SEP",2,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",25000,25000,48,1,7804,30
"7805","Good","PROF094","INDORE ","MARUTI SUZUKI RITZ VDI ABS BS IV DIESEL 2009",230000,144250,5144,36,"Y","HARISH PATIL","O",10,10,3,"PR005",0,30000,5,"Y",5,"Y","O",0,0,"0","2","Y",2,"N","PURCHASED OF RITZ",1,"INDORE","POSITIVE","N","SEP",5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",10000,20000,26,2,7805,18
"7806","Bad","PROF211","KANPUR","TATA SAFARI 4X2 DIESEL 2014",600000,504250,15481,48,"Y","SELF","O",26,26,3,"PR006",0,70000,9,"Y",5,"N","O",0,0,"0","4","Y",1,"Y","PERSONAL USAGE",1,"KANPUR","POSITIVE","N","SEP",9,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",23494,46506,51,1,7806,46
"7807","Good","PROF252","NASIK","MARUTI SUZUKI SWIFT VXI 1.3 PETROL 2006",160000,104250,5213,24,"Y",NA,NA,NA,NA,NA,NA,0,0,0,"N",NA,"N",NA,0,0,"0","0","Y",NA,NA,NA,NA,NA,"POSITIVE",NA,NA,0,NA,NA,0,NA,NA,NA,0,0,"N",0,0,9.22337e+18,2,7807,26
"7808","Good","PROF152","COIMBATORE ","MAHINDRA VERITO 1.5 D4 BS IV DIESEL 2013",700000,504250,14918,48,"Y","APPLICANT","O",15,7,3,"PR005",0,120000,15,"N",5,"N","R",0,0,"0","4","Y",1,"N","SALE PURCHASE VENTO",1,"COIMBATORE","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",68817,51183,60,2,7808,10
"7809","Bad","PROF245","PUNE","MAHINDRA XUV500 W8 DIESEL 2013",900000,808500,20266,60,"Y","APPLICANT","O",30,25,3,"PR005",25,1e+05,10,"Y",5,"N","R",1e+06,5000000,"20","5","Y",2,"N","APPLICANT",1,"PUNE","POSITIVE","N","SEP",10,"PROPERITOR",NA,0,NA,NA,NA,0,0,"Y",0,100000,20,1,7809,7
"7810","Good","PROF235","RAIPUR","MAHINDRA SCORPIO S2 DIESEL 2016",900000,808500,20213,60,"Y","PROPERITOR","L",25,20,3,"PR005",10,81000,20,"N",1,"N","L",1e+05,500000,"8","4","Y",1,"N","FOR PURCHASED VEHICLE",1,"KAWARDHA","POSITIVE","N","SEP",20,"PROPERITOR",NA,0,NA,NA,NA,0,0,"Y",35000,46000,44,2,7810,45
"7811","Bad","PROF321","COIMBATORE ","FORD FIGO ZXI DURATORQ 1.4 DIESEL 2013",600000,404250,10780,60,"Y","APPLICANT ","R",30,4,3,"PR005",45,1e+05,12,"Y",5,"N","R",4e+05,200000,"30","1","Y",2,"N","APPLICANT ",1,"PODANUR ","POSITIVE","N","SEP",8,"PROPERATOR ",NA,0,NA,NA,NA,0,0,"Y",47500,52500,38,1,7811,10
"7812","Bad","PROF211","KOLHAPUR","MARUTI SUZUKI SWIFT DZIRE LDI DIESEL 2008",250000,154250,4777,48,"Y","SELF","O",60,50,3,"PR005",0,40000,35,"N",NA,"N","O",0,0,"0","0","N",1,"Y","APPLICANT",1,"MIRAJ","POSITIVE","N","SEP",35,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",5000,35000,14,1,7812,11
"7813","Good","PROF277","CHENNAI II","TATA INDICA VISTA VX QUADRAJET DIESEL 2012",320000,254250,6878,60,"Y","APPT ","O",37,25,3,"PR005",0,50000,20,"N",NA,"N","O",50000,0,"0","0","N",1,"N","VEHICLE TAKEN FOR PERSONAL

USE",1,"KANCHIPURAM","POSITIVE","N","SEP",20,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,50000,14,2,7813,17
"7814","Bad","PROF295","CALICUT","HYUNDAI EON ERA PLUS PETROL 2013",280000,164250,6063,36,"Y","APPLICANT","O",15,8,5,"PR006",0,35000,6,"N",NA,"N","O",0,0,"0","1","N",1,"N","VEHICLE PURCHASE ",1,"CHELARI","POSITIVE","N","SEP",5,"TILES WORKER ",NA,0,NA,NA,NA,0,0,"Y",12000,23000,26,1,7814,42
"7815","Good","PROF244","LUDHIANA","MARUTI SUZUKI SWIFT ZDI DIESEL 2013",350000,300000,7750,60,"N","NAA","O",4,4,3,"PR006",0,42000,10,"N",5,"N","O",0,0,"0","3","N",2,"N","VEHICLE PERSONAL USE",1,NA,"POSITIVE","N","SEP",10,"SELF EMPLOYED",NA,0,NA,NA,NA,0,0,"Y",0,42000,18,2,7815,28
"7816","Good","PROF235","JABALPUR ","HYUNDAI XCENT BASE 1.2 PETROL 2016",600000,504250,12817,60,"Y","YES","O",20,20,4,"PR005",0,65000,17,"N",5,"N","O",0,0,"0","3","Y",2,"N","PERSONAL",1,"SATNA","POSITIVE","N","SEP",17,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",27280,37720,45,2,7816,40
"7817","Good","PROF255","RAJKOT","CHEVROLET SPARK PS 1.0 PETROL 2010",165000,109250,4033,36,"Y","SELF","O",10,10,3,"PR006",100,25000,7,"Y",3,"N","L",15000,3000,"80","0","Y",1,"N","PERSONAL WORK",1,"JAMBUDA","POSITIVE","N","SEP",7,"PRORITOR ",NA,0,NA,NA,NA,0,0,"Y",2000,23000,18,2,7817,36
"7818","Bad","PROF211","PUNE","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2013",600000,400000,12000,48,"Y","HIMSELF","O",20,20,3,"PR005",0,50000,3,"N",NA,"N","O",0,0,"0","1","Y",1,"Y","USED CAR PURCHASE",1,NA,"POSITIVE","N","SEP",1,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",0,50000,24,1,7818,7
"7819","Bad","PROF341","KOLHAPUR","VOLKSWAGEN POLO COMFORTLINE 1.2L DIESEL 2012",450000,350000,10576,48,"Y","APP SELF","O",35,35,3,"PR005",0,40000,8,"Y",5,"N","O",0,0,"0","1","N",1,"Y","OWN USE",1,"KARAD","POSITIVE","N","SEP",8,"PROPERITOR",NA,0,NA,NA,NA,0,0,"Y",5000,35000,30,1,7819,11
"7820","Good","PROF343","ERNAKULAM","SKODA RAPID 1.6 TDI MT AMBITION PLUS DIESEL 2012",750000,525000,13869,60,"Y","AAPLICANT","O",2,2,3,"PR006",0,160000,4,"Y",5,"N","O",0,0,"0","0","N",1,"Y","SALE PURCHASE",1,NA,"POSITIVE","N","SEP",4,"COMPUTER HJARDWARE SERVICING",NA,0,NA,NA,NA,0,0,"Y",12179,147821,11,2,7820,13
"7821","Bad","PROF109","RAIPUR ","MARUTI SUZUKI ERTIGA VDI DIESEL 2012",750000,588500,14650,60,"Y","HUSBAND","R",10,6,3,"PR003",30,30000,27,"Y",5,"N","R",1e+05,200000,"20","2","N",2,"N","VEHICLE PURCHASE",2,"BILASPUR","POSITIVE","N","SEP",27,"HOUSE WIFE",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,1,7821,20
"7822","Good","PROF235","CALICUT","MARUTI SUZUKI SX4 ZXI AT BS IV PETROL 2011",370000,244250,8924,36,"Y","APPLICANT","O",53,25,3,"PR005",0,145000,25,"N",5,"Y","O",0,0,"0","0","Y",2,"Y","APPLICANT",1,"PALAKKAD","POSITIVE","N","SEP",25,"OWNER",NA,0,NA,NA,NA,0,0,"Y",23588,121412,13,2,7822,42
"7823","Good","PROF207","AURANGABAD","TATA INDICA VISTA TERRA TDI BS III DIESEL 2011",250000,154250,5571,36,"Y","SELF","O",15,15,3,"PR005",0,64000,4,"Y",6,"Y","O",0,0,"0","1","Y",1,"Y","SALE PURCHASE ",1,NA,"POSITIVE","N","SEP",4,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,64000,9,2,7823,32
"7824","Bad","PROF329","AHMEDABAD","HYUNDAI I10 MAGNA PETROL 2008",140000,120000,6065,24,"Y","APPLICANT","O",30,30,4,"PR005",0,20000,5,"Y",6,"Y","O",0,0,"0","0","Y",2,"N","PERSONAL",1,"AHMEDABAD","POSITIVE","N","SEP",5,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",5000,15000,40,1,7824,4
"7825","Good","PROF335","VIJAYAWADA","MAHINDRA SCORPIO VLX BS III DIESEL 2008",350000,304250,15043,24,"Y","APPLICENT","O",15,6,3,"PR005",0,80000,5,"Y",5,"N","R",0,0,"100","2","Y",2,"N","CAR LOAN",1,"ONGOLE","POSITIVE","N","SEP",4,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",28250,51750,44,2,7825,15
"7826","Bad","PROF311","CHENNAI II","MARUTI SUZUKI SWIFT DZIRE ZDI BS IV DIESEL 2013",800000,504250,13640,60,"Y","APPLICANT ","R",5,1,3,"PR005",0,60000,20,"Y",1,"N","O",0,0,"0","1","Y",2,"N","APPLICANT",1,"VELLORE","POSITIVE","N","SEP",20,"PROP",NA,0,NA,NA,NA,0,0,"Y",5700,54300,32,1,7826,17
"7827","Good","PROF252","JODHPUR","MARUTI SUZUKI ALTO LXI PETROL 2008",150000,104250,6835,18,"Y","APPLICANT FATHER","O",50,50,3,"PR007",0,150000,20,"Y",5,"Y","O",0,0,"0","0","N",1,"N","REFINANCE",1,NA,"POSITIVE","N","AGR",15,"FARMER",NA,0,NA,NA,NA,0,0,"Y",74233,75767,19,2,7827,53
"7828","Good","PROF204","CALICUT","MARUTI SUZUKI ALTO LX BS III PETROL 2009",160000,124250,5753,27,"Y","BORROWER ","O",44,44,3,"PR002",0,30000,14,"Y",5,"N","O",0,0,"0","5","Y",2,"N","VEHICLE PURCHASE ",1,"PULAKODE","POSITIVE","N","SAL",4,"CABLE OPERATOR ",NA,0,NA,NA,NA,0,0,"Y",5000,25000,23,2,7828,42
"7829","Good","PROF252","JABALPUR ","HYUNDAI EON D LITE PETROL 2015",250000,154250,5828,36,"Y","SELF","O",40,40,3,"PR007",0,55000,40,"N",NA,"Y","O",0,0,"0","0","Y",1,"N","PERSONAL",1,NA,"POSITIVE","N","AGR",40,"FARMER",NA,0,NA,NA,NA,0,0,"Y",10000,45000,13,2,7829,40
"7830","Bad","PROF344","MADURAI","RENAULT DUSTER RXL DIESEL 110 DIESEL 2014",950000,800000,22094,60,"Y","SELF","O",35,15,3,"PR005",0,1e+05,15,"Y",5,"N","R",1e+05,500000,"0","2","Y",2,"N","APPLICANT",1,"THENI","POSITIVE","N","SEP",2,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",20000,80000,28,1,7830,1
"7831","Good","PROF211","KOLKATA","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2013",700000,204250,7597,36,"Y","SELF","O",23,23,3,"PR005",0,30000,10,"Y",5,"Y","O",0,0,"0","0","Y",1,"N","0",1,"SAME AREA","POSITIVE","N","SEP",5,"SELF",NA,0,NA,NA,NA,0,0,"Y",5000,25000,30,2,7831,2
"7832","Bad","PROF252","CHANDIGARH","MARUTI SWIFT D'ZIRE VDI 1.2 2008",280000,220000,8128,36,"Y","SELF","O",40,40,3,"PR007",0,70000,30,"N",5,"N","O",0,0,"0","1","N",1,"Y","LIMIT",1,NA,"POSITIVE","N","AGR",30,"FARMER",NA,0,NA,NA,NA,0,0,"Y",10000,60000,14,1,7832,6
"7833","Good","PROF346","JAIPUR","CHEVROLET CAPTIVA LTZ AWD AT DIESEL 2012",1500000,900000,25510,48,"Y","SELF","O",46,46,3,"PR005",0,40000,12,"Y",5,"N","O",0,0,"0","0","Y",2,"N","FOR VEHICLE PURCHASE",1,"SIKAR","POSITIVE","N","SEP",12,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,40000,64,2,7833,48
"7834","Good","PROF246","SALEM ","TATA INDIGO SX BS III DIESEL 2010",250000,154250,10247,18,"Y","APPLICANT ","O",40,25,3,"PR006",0,30885,12,"Y",5,"N","O",0,0,"0","0","N",1,"Y","VEHICLE PURCHASED ",1,"SALEM ","POSITIVE","N","SEP",12,"DRIVING ",NA,0,NA,NA,NA,0,0,"Y",10000,20885,49,2,7834,22
"7835","Good","PROF025","KANPUR","HYUNDAI XCENT VTVT SX 1.2 OPT PETROL 2014",350000,254250,7603,48,"Y","SELF","O",25,25,3,"PR006",0,40000,7,"Y",6,"Y","O",0,0,"0","1","Y",2,"Y","VEHICLE PURCHASE",1,"FATEHPUR","POSITIVE","N","SEP",7,"PROPRITER",NA,0,NA,NA,NA,0,0,"Y",12000,28000,27,2,7835,46
"7836","Good","PROF094","PONDICHERRY ","TOYOTA INNOVA 2.5 E DIESEL 2009",782000,658500,32651,24,"Y","APPLICANT","O",48,3,3,"PR005",0,2e+05,30,"Y",1,"Y","O",5e+05,300000,"0","15","Y",2,"N","APPLICANT",1,"TINDIVANAM","POSITIVE","N","SEP",30,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",65000,135000,49,2,7836,5
"7837","Good","PROF228","KOLHAPUR","MARUTI SUZUKI SWIFT VDI DIESEL 2012",400000,304250,7977,60,"Y","SELF","O",20,20,3,"PR001",0,37900,30,"Y",1,"N","L",0,0,"0","2","Y",2,"N","SELF",1,"KANKAVALI","POSITIVE","N","SAL",30,"SENAR OPPRETER",NA,0,NA,NA,NA,0,0,"Y",5000,32900,24,2,7837,11
"7838","Good","PROF082","ERNAKULAM","HYUNDAI I10 SPORTZ 1.2 AT PETROL 2009",230000,164250,6110,36,"Y","APPLICANT","O",80,80,3,"PR006",0,40000,11,"Y",5,"N","O",0,0,"0","8","Y",1,"Y","SALE PURCHASE",2,NA,"POSITIVE","N","SEP",11,"CONTRACTOR",NA,0,NA,NA,NA,0,0,"Y",3970,36030,25,2,7838,13
"7839","Good","PROF105","BANGALORE ","MARUTI SUZUKI ERTIGA ZDI DIESEL 2014",790000,504250,14943,48,"Y","APPLICANT","O",34,34,3,"PR005",0,60000,10,"Y",5,"Y","O",60000,0,"0","1","N",1,"Y","APPLICANT",1,"BANGLORE","POSITIVE","N","SEP",10,"PROPREITOR RCO",NA,0,NA,NA,NA,0,0,"Y",25000,35000,43,2,7839,9
"7840","Good","PROF289","TIRUNELVELI ","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2015",1400000,708500,64356,12,"Y","JEWELLRY OWNER","O",50,8,3,"PR005",15,2e+05,8,"Y",6,"Y","O",3e+05,100000,"8","0","Y",1,"N","PERSONAL AND BUSINESS USAGE",1,"NAGERCOIL","POSITIVE","N","SEP",8,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",75000,125000,51,2,7840,19
"7841","Bad","PROF207","NAGPUR","CHEVROLET ENJOY 1.3 LS 7 STR DIESEL 2013",450000,354250,9184,60,"Y","SELF","O",30,30,3,"PR005",0,45000,18,"Y",5,"Y","O",3e+05,0,"15","0","Y",1,"Y","FAMILY USE",1,"NAGPUR","POSITIVE","N","SEP",18,"PROP",NA,0,NA,NA,NA,0,0,"Y",5000,40000,23,1,7841,3
"7842","Good","PROF235","CALICUT","MARUTI SUZUKI SWIFT DZIRE VXI 1.2 BS IV PETROL 2010",525000,225000,6938,48,"Y","APPLICANT","O",38,38,3,"PR005",0,150000,7,"Y",5,"N","O",80000,0,"0","8","Y",1,"Y","APPLICANT ",1,"MANJERI","POSITIVE","N","SEP",7,"PROREEITOR",NA,0,NA,NA,NA,0,0,"Y",80000,70000,10,2,7842,42
"7843","Good","PROF382","ERNAKULAM","MARUTI SUZUKI RITZ VDI ABS BS IV DIESEL 2010",375000,210000,6391,48,"Y","APPLICANT","O",38,15,3,"PR003",0,40000,20,"Y",5,"N","O",0,0,"0","0","N",1,"Y","SALE PURCHASE",1,NA,"POSITIVE","N","SEP",8,"MATERIAL SUPPLIER",NA,0,NA,NA,NA,0,0,"Y",10000,30000,21,2,7843,13
"7844","Good","PROF256","MADURAI","VOLKSWAGEN VENTO HIGHLINE DIESEL 2011",500000,250000,9341,36,"Y","GUARANTOR ","O",50,50,3,"PR001",0,25000,27,"N",5,"N","O",0,0,"0","2","Y",2,"N","APPLICANT ",1,"THENI","POSITIVE","N","SAL",27,"DRIVER",NA,0,NA,NA,NA,0,0,"Y",0,25000,37,2,7844,1
"7845","Good","PROF211","JALANDHAR","HYUNDAI VERNA GLS CRDI DIESEL 2008",362000,225000,11438,24,"Y","APPLICANT SELF","O",28,28,3,"PR005",0,97000,28,"Y",5,"Y","R",0,0,"0","0","N",2,"N","PURCHASE OF PROPOSED ASSET",1,"JALANDHAR","POSITIVE","N","SEP",0.7,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,2,7845,56
"7846","Bad","PROF383","HYDERABAD ","TOYOTA INNOVA 2.5 V 7STR DIESEL 2010",850000,750000,19688,60,"Y","APPLICANT","R",15,5,3,"PR005",0,310000,5,"Y",5,"Y","R",0,0,"0","8","Y",2,"N","PERSONAL USE",1,NA,"POSITIVE","N","SEP",5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",158000,152000,22,1,7846,30
"7847","Good","PROF025","LUCKNOW","TOYOTA FORTUNER 3.0 LIMITED EDITION DIESEL 2011",1300000,1204250,60213,24,"Y","APPLICANT","O",4,4,3,"PR005",25,70000,14,"Y",1,"Y","O",6493042,640000,"15","2","Y",1,"N","PERSONAL",1,"LUCKNOW AND SIDDHARTH NAGAR","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",30000,40000,151,2,7847,31
"7848","Good","PROF343","CALICUT","MARUTI SUZUKI ALTO LXI BS III PETROL 2010",198000,145000,4413,48,"Y","APPLICANT","O",25,20,3,"PR006",0,45000,6,"Y",5,"N","O",0,0,"0","1","N",2,"Y","PURCHASE A 2010 MODEL ALTO",1,"WAYANAD","POSITIVE","N","SEP",6,"MECHANIC",NA,0,NA,NA,NA,0,0,"Y",15000,30000,15,2,7848,42
"7849","Good","PROF096","MADURAI","TATA INDICA VISTA TERRA 1.3 QUADRAJET DIESEL 2009",150000,104250,6791,18,"Y","APPLICANT ","O",21,21,3,"PR005",0,96000,28,"N",5,"N","O",0,0,"0","29","N",1,"Y","APPLICANT ",1,NA,"POSITIVE","N","SEP",28,"PROPERATOR ",NA,0,NA,NA,NA,0,0,"Y",41000,55000,12,2,7849,1
"7850","Good","PROF205","RAIPUR","TATA INDICA VISTA LS TDI BS III DIESEL 2014",350000,254250,6363,60,"Y","SELF","O",25,25,3,"PR005",0,50000,5,"N",5,"N","R",0,0,"0","2","Y",2,"N","PERSONAL",1,"SAKRI","POSITIVE","N","SEP",5,"OWNER",NA,0,NA,NA,NA,0,0,"Y",10000,40000,16,2,7850,45
"7851","Good","PROF176","DELHI","TOYOTA INNOVA 2.5 G 8 STR BS IV DIESEL 2013",560000,499000,18436,36,"Y","PD DONE AT BUSINESS POINT","O",35,35,3,"PR005",0,50000,11,"Y",5,"N","R",0,0,"0","1","Y",2,"N","BUSINESS USE",1,NA,"POSITIVE","N","SEP",11,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,50000,37,2,7851,27
"7852","Good","PROF096","TIRUNELVELI ","HONDA CITY 1.5 S MT PETROL 2010",800000,314250,10083,48,"Y","APPLICANT","O",35,35,3,"PR004",50,58000,6,"Y",5,"N","O",1e+05,10000,"36","20","N",2,"N","APPLICANT",1,"KALIYAKAVIZHAI","POSITIVE","N","SEP",6,"PROPIRATOR",NA,0,NA,NA,NA,0,0,"Y",0,58000,17,2,7852,19
"7853","Good","PROF235","INDORE ","MARUTI SUZUKI OMNI MPI STD PETROL 2012",160000,129250,5420,30,"Y","SELF ","R",40,10,3,"PR006",0,40000,10,"Y",5,"N","O",0,0,"0","1","Y",2,"Y","PERSONAL USE",1,"GRAM BHIKANGAON","POSITIVE","N","SEP",10,"OWNER",NA,0,NA,NA,NA,0,0,"Y",0,40000,14,2,7853,18
"7854","Good","PROF096","CHENNAI I","TOYOTA INNOVA 2.5 G4 8 STR DIESEL 2013",1300000,800000,20740,60,"Y","APPLICANT","O",42,42,3,"PR005",40,140000,20,"N",NA,"N","O",1e+05,0,"10","4","Y",1,"N","APPLICANT FAMILY USE",1,"REDHILLS","POSITIVE","N","SEP",20,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",70000,70000,30,2,7854,12
"7855","Good","PROF204","MYSORE","MARUTI SUZUKI RITZ VDI BS IV DIESEL 2011",250000,204250,7546,36,"Y","APPLICANT","O",20,20,4,"PR002",80,25000,5,"Y",5,"N","R",30000,30000,"70","0","Y",2,"N","APPLICANT",1,"EREHALLA DASARAHALLI","POSITIVE","N","SAL",5,"CASHIER CUM MANAGER",NA,0,NA,NA,NA,0,0,"Y",5000,20000,38,2,7855,23
"7856","Good","PROF276","KARIMNAGAR","HYUNDAI I20 ASTA 1.4 CRDI DIESEL 2014",650000,608500,15720,60,"Y","CO APPLICANT","R",20,2,3,"PR005",0,7e+05,15,"Y",6,"N","R",6e+05,0,"0","34","Y",2,"N","PERSONAL AND BUSINESS USE",1,"KARIMNAGAR","POSITIVE","N","SEP",15,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",525860,174140,23,2,7856,33
"7857","Bad","PROF268","VISAKHAPATNAM","NISSAN MICRA XL DIESEL 2013",300000,250000,7409,48,"Y","SELF","R",20,2,3,"PR005",0,2e+05,10,"Y",1,"N","O",7e+06,0,"0","7","Y",2,"N","PERSONAL",1,"ROUTHULAPUDI","POSITIVE","N","SEP",10,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",115000,85000,9,1,7857,14
